Video Title,Thumbnail URL,Description Length,Tags,Published Data & Time,View Count,Like Count,Comment Count,Duration,Category,Channel Title,Channel Subscriber,Channel Age,Total number of channel uploads
YIKES! The Most Boring 68$ Foundation EVER?? | NikkieTutorials,https://i.ytimg.com/vi/NC8M2poxuBg/default.jpg,1699,"['pat mcgrath', 'pat mcgrath labs', 'pat mcgrath labs foundation', 'pat mcgrath foundation review', 'review', 'first impression', 'first impressions', 'honest', 'brutally honest', 'fail', 'foundation', 'foundation review', 'primer', 'powder', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'makeup', 'makeup review', 'makeup tutorial', 'tutorial', 'how to', 'how to apply', 'transformation', 'cute', 'funny', 'worst foundation', 'worst foundation ever', 'luxury', 'luxury makeup', 'mothership']",2019-08-24T19:00:15Z,1112059,43224,1995,16分32秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Hipster Panda SNAPCHAT Filter Inspired Tutorial,https://i.ytimg.com/vi/dDbfjL1hocQ/default.jpg,3304,"['snapchat', 'snapchat makeup', 'snapchat makeup tutorial', 'snapchat filter', 'snapchat lens', 'panda', 'panda makeup', 'panda cosplay', 'snapchat panda', 'makeup', 'makeup tutorial', 'tutorial', 'how-to', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'how to apply', 'halloween', 'party', 'easy', 'funny', 'gorgeous', 'beautiful', 'pretty', 'transformation', 'cosmetics', 'look', 'beauty', 'hipster', 'festival', 'style', 'sleek highlighter', 'glow', 'contour', 'contouring', 'morphe', 'kat von d', 'urban decay', 'lilly lashes', 'jeffree star', 'prom']",2016-05-29T19:58:04Z,1106495,45781,3494,12分4秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Getting A BOY Ready For PROM! | NikkieTutorials,https://i.ytimg.com/vi/4tajPsQJVi8/default.jpg,2061,"['nikkie to the rescue', 'nikkie', 'to the recue', 'nikkie to the rescue episode 1', 'episode 1', 'prom', 'prom makeup', 'american football', 'women american football', 'boy going to prom in makeup', 'boy prom makeup', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'makeup', 'makeup tutorial', 'tutorial', 'how to', 'how to apply', 'transformation', 'makeover', 'makeover show', 'show', 'beauty', 'cosmetics', 'eyeshadow', 'lipstick', 'lipgloss', 'girls', 'james charles', 'jeffree star', 'boy makeup']",2019-09-15T18:59:15Z,1106446,68268,4960,21分49秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
QUEEN OF THE DEAD / Halloween Makeup Tutorial,https://i.ytimg.com/vi/AdDHoHelhpQ/default.jpg,1183,"['queen of the dead halloween makeup tutorial', 'queen', 'dead', 'queen of the dead', 'halloween', 'halloween tutorial', 'halloween makeup tutorial', 'makeup', 'halloween makeup', 'tutorial', 'makeup tutorial', 'how-to', 'scary', 'creepy', 'skull', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'power of makeup', 'cosmetics', 'beauty tips', 'beauty look', 'beauty', 'look', 'zombie', 'crown', 'easy', 'makeup geek', 'makeup geek cosmetics', 'glam', 'glamour', 'sexy', 'sexy skull', 'sexy dead', 'sexy zombie']",2015-10-18T21:04:15Z,1101655,40905,2108,9分27秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
LADY GAGA Super Bowl 50 Inspired Makeup Tutorial,https://i.ytimg.com/vi/KYDhr80qVZU/default.jpg,3033,"['lady gaga', 'lady gaga national anthem', 'lady gaga super bowl', 'lady gaga super bowl halftime show', 'superbowl 50', 'lady gaga makeup', 'lady gaga makeup tutorial', 'makeup', 'makeup tutorial', 'tutorial', 'how-to', 'red glitter eyes', 'red glitter makeup', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'how to apply', 'glitter', 'glitter eyes', 'party makeup', 'lipstick', 'eyeshadow', 'contour', 'contouring', 'highlighting', 'glowy', 'glow', 'cosmetics', 'look', 'live', 'nude lips', 'foundation', 'beauty', 'transformation', 'tips']",2016-02-08T20:58:59Z,1099505,48699,2887,10分7秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Creepy Clown ⋆ Halloween Makeup Tutorial,https://i.ytimg.com/vi/KEQGjAyfCQo/default.jpg,1030,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Nikki', 'de', 'Jager', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'transformation', 'American Horror Story', 'Freakshow', 'circus', 'freaks', 'monsters', 'clown', 'it', 'scary', 'creepy', 'depressed', 'pink', 'zombie', 'dead', 'october 31', 'Halloween', 'afro', 'scared', 'funny', 'kid', 'trick or treat', 'rob zombie', 'october 25', 'Scream']",2014-10-24T23:47:25Z,1087297,31493,1240,8分5秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Miley Cyrus - Can't Be Tamed / Makeup Tutorial.,https://i.ytimg.com/vi/TFlzeO267qY/default.jpg,1207,"['NikkieTutorials', 'Nikkie', 'de', 'Jager', 'Miley', 'Cyrus', 'Hannah', 'Montana', ""Can't"", 'be', 'tamed', 'the', 'climb', 'makeup', 'tutorial', 'recreation', 'eyeshadow', 'M.A.C', 'MAC', 'Cosmetics', 'winged', 'eyeliner', 'songs', 'eyes', 'lips', 'Boyswithadream', 'tips', 'tricks']",2010-05-28T17:01:59Z,1083007,2115,322,10分20秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Quick Tip: How to make your own Colored Mascara!,https://i.ytimg.com/vi/eHEFpFCpA-M/default.jpg,506,"['NikkieTutorials', 'Quick', 'Tip', 'how', 'to', 'make', 'your', 'own', 'colored', 'color', 'mascara', 'out', 'of', 'with', 'eyepencil', 'eyeliner', 'makeup', 'how-to', 'tips', 'tricks', 'beauty', 'eyes']",2012-02-25T18:46:40Z,1082439,6569,628,3分48秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
I Can't Believe I'm Doing This...,https://i.ytimg.com/vi/_NMONHg_ES4/default.jpg,2331,"['the grinch', 'grinch', 'grinch makeup', 'grinch makeup tutorial', 'cindy lou', 'cindy lou who', 'cindy lou makeup', ""I can't believe I'm doing this"", 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'holidays', 'holiday makeup tutorial', 'fail', 'epic fail', 'mr grinch', 'makeup', 'makeup tutorial', 'tutorial', 'how to', 'how to apply', 'morphe', 'transformation', 'before and after', 'eyeshadow', 'lipstick', 'foundation', 'concealer', 'christmas', 'christmas makeup']",2019-12-24T21:17:46Z,1075812,61029,13960,14分36秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Katy Perry 'California Girls' - Makeup Tutorial,https://i.ytimg.com/vi/EC0ruSatl48/default.jpg,805,"['NikkieTutorials', 'Nikkie', 'de', 'Jager', 'Katy', 'Perry', 'California', 'Gurls', 'Girls', 'Makeup', 'Tutorial', 'mac', 'cosmetics', 'funny', 'black', 'and', 'white', 'pink', 'eyeshadow', 'glitter', 'candyland', 'lilac', 'wig', 'ebay', 'how', 'to', 'beuaty', 'style']",2010-08-06T09:54:33Z,1073243,1824,316,9分36秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
SHEA COULEÉ Transforms Me Into NIKKIE COULEÉ! | NikkieTutorials,https://i.ytimg.com/vi/nGuEwEbXKRE/default.jpg,1576,"['shea coulee', 'shea', 'coulee', 'sasha velour', 'sasha velour shay coulee lip sync', 'lip sync', ""rupaul's drag race"", 'all stars', 'all stars 5', 'valentina', 'valentina mask', 'valentina lip sync', 'rupaul', 'drag race', 'truth', 'tea', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutoials', 'drag transformation', 'drag makeup', 'drag makeup tutorial', 'tutorial', 'makeup', 'easy makeup', 'james charles', 'jujubee', 'miz cracker', 'how to', 'how to apply', 'transformation', 'trixie mattel', 'katya', 'trixie and katya', 'winner']",2020-07-24T16:59:44Z,1072262,65306,2204,22分19秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
LAVENDER SPARKLE Smokey Eyes + GLOWY Skin Makeup,https://i.ytimg.com/vi/kVpoy9VA4A0/default.jpg,2928,"['lavender sparkle smokey eyes', 'lavender makeup', 'lavender smokey eyes', 'lavender', 'lavender sparkle', 'smokey eyes', 'glowy skin', 'how to glowy skin', 'glowy', 'makeup', 'glowy makeup', 'star wars', 'the force awakens', 'makeup tutorial', 'tutorial', 'how-to', 'how to apply', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'look', 'cosmetics', 'beauty', 'beauty tips', 'glitter', 'makeup geek sparklers', 'halo', 'anastasia beverly hills macaroon', 'contouring', 'highlighting', 'amrezy', 'rezy', 'rezy liquid lipstick', 'lipland']",2016-01-03T20:59:29Z,1066158,52563,3501,10分15秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Colorful Pin Up Makeup Tutorial,https://i.ytimg.com/vi/7HYxDUfS7R4/default.jpg,578,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'pin up', 'inspired', 'retro', 'vintage', 'Riri Woo', 'Rihanna', 'MAC', 'Illamasqua', 'eyeliner', 'bright', 'vivid', 'Red', 'bandana', 'modern', 'colorful', 'Raven', ""RuPaul's Drag Race (TV Program)""]",2014-02-25T19:27:44Z,1063697,30653,1119,8分11秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Random Color Generator Makeup Challenge! | NikkieTutorials,https://i.ytimg.com/vi/U6mZCPDZQ-Y/default.jpg,1505,"['random color challenge', 'random color', 'random color generator', 'random color generator challenge', 'challenge', 'makeup', 'makeup challenge', 'epic fail', 'fail', 'tea', 'drama', 'juice', 'nikkietutorials', 'nikki tutorials', 'nikkitutorials', 'nikkie tutorials', 'bailey sarian', 'james charles', 'tik tok', 'hacks', 'tiktok hacks', 'beauty hacks', 'makeup hacks', 'funny', 'viral', 'selena gomez', 'adele', 'lady gaga', 'marvel', 'dr strange']",2022-02-24T18:59:49Z,1062557,54523,2379,19分49秒,24,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Cat Eye Makeup Tutorial,https://i.ytimg.com/vi/f6F2rXpb-y0/default.jpg,1217,"['Cat Eye Makeup Tutorial', 'Cat Eye', 'Cat', 'Eye', 'Cat Eye Makeup', 'Makeup', 'Makeup Tutorial', 'tutorial', 'how-to', 'monotone', 'look', 'Nikkietutorials', 'nikkitutorials', 'nikkie tutorials', 'nikki tutorials', 'lipstick', 'lipstick tutorial', 'beauty', 'cosmetics', 'transformation', 'beauty tips', 'tips', 'tricks', 'help', 'instructions', 'smokey', 'smokey eyes', 'sexy', 'seductive', 'eyeliner', 'winged eyeliner', 'edgy', 'eyes', 'lips', 'april 15', 'upload', 'DIY', 'fashion']",2015-04-15T16:53:48Z,1052459,33656,895,8分31秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
BIRD BOX INSPIRED MAKEUP TUTORIAL!,https://i.ytimg.com/vi/ajK3e2YtLbE/default.jpg,1828,"['bird box', 'bird', 'box', 'netflix', 'bird box makeup', 'bird box makeup look', 'bird makeup', 'bird makeup tutorial', 'makeup', 'makeup tutorial', 'olympia', 'sandra bullock', 'sarah paulson', 'blindfold', 'the blindfold challenge', 'blindfold challenge', 'bird box challenge', 'birds', 'parrot', 'tutorial', 'how to', 'how to apply', 'movie', 'foundation', 'eyeshadow', 'lipstick', 'lipgloss', 'girls', 'flawless', 'halloween', 'halloween makeup', 'halloween makeup tutorial', 'crazy makeup', 'sfx', 'special fx makeup']",2019-01-06T21:00:14Z,1051334,79810,5435,12分7秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
BRIDE FROM HELL Halloween Tutorial | NikkieTutorials,https://i.ytimg.com/vi/--aOisk7Hf8/default.jpg,2392,"['bride from hell', 'bride from hell halloween', 'halloween', 'halloween makeup', 'halloween makeup tutorial', 'bride halloween makeup', 'demon', 'demon makeup', 'demon makeup tutorial', 'halloween tutorial', 'DIY', 'engaged', 'engagement', 'nikkietutorials engagement', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'fiance', 'monster makeup tutorial', 'monster', 'makeup', 'makeup tutorial', 'how to', 'how to apply', 'beauty', 'cosmetics', 'halloween costume', 'halloween ideas', 'sexy', 'flawless', 'scary']",2019-10-18T21:04:31Z,1047166,53751,1728,18分20秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Back to School Makeup Tutorial (Talk through),https://i.ytimg.com/vi/mQK6ZLYH_w8/default.jpg,1355,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Nikki', 'de', 'Jager', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'transformation', 'back to school', 'high school', 'teenager', 'teens', 'teen', 'cheerleader', 'mean girls', 'wearable', 'easy', 'fresh', 'glam', 'pretty', 'sexy', 'school', 'bully', 'it gets better', 'august 30', 'teacher', 'on wednesday we wear pink']",2014-08-30T17:19:01Z,1040828,25279,1232,13分34秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Reacting to working with ADELE! Let’s Talk! | NikkieTutorials,https://i.ytimg.com/vi/mQJ32Sd9nNQ/default.jpg,1513,"['adele', 'adele easy on me', 'easy on me', '30', 'adele 30', 'adele live', 'adele album', 'someone like you', 'rolling in the deep', 'adele oprah', 'adele music video', 'music', 'music video', 'album', 'live', 'carpool karaoke', 'hello', 'lyrics', 'adele lyrics', 'emotional', 'nikkietutorials adele', 'nikkie adele', 'nikkie tutorials', 'nikki tutorials', 'nikkitutorials', 'power of makeup', 'kim kardashian', 'before and after', 'beauty', 'makeup', 'transformation', 'no makeup', 'adele without makeup', 'official video', '25', 'truth', 'reaction video', 'drama']",2021-12-13T18:59:20Z,1024644,62626,1606,24分35秒,24,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Finally Answering Questions I've Been Avoiding... | NikkieTutorials,https://i.ytimg.com/vi/ysF1OH5tieM/default.jpg,1589,"[""answering questions I've been avoiding"", 'scandal', 'truth', 'drama', 'juice', 'tea', 'ariana', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'review', 'honest', 'tiktok', 'tiktok hacks', 'tiktok makeup', 'eyeshadow', 'lipstick', 'lipgloss', 'eyeliner', 'fail', 'epic fail', 'adele', 'power of makeup', 'euphoria', 'nikkietutorials euphoria', 'euphoria makeup', 'james charles', 'kim kardashian', 'eurovision', 'eurovision 2021', 'eurovision nikkie', 'fiance', 'wedding', 'dylan', 'coming out', 'bailey sarian', 'zendaya', 'ariana grande']",2022-02-08T19:00:28Z,1020037,65832,3282,24分1秒,24,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
ROULETTE Makeup Challenge! OMG! | NikkieTutorials,https://i.ytimg.com/vi/zXUJrsEANYI/default.jpg,1528,"['roulette makeup challenge', 'roulette makeup', 'roulette challenge', 'makeup roulette', 'makeup roulette challenge', 'challenge', 'makeup challenge', 'james charles', 'epic fail', 'fail', 'epic', 'makeup', 'eyeshadow', 'lipstick', 'lipgloss', 'foundation', 'how to', 'how to apply', 'transformation', 'extreme', 'look', 'cosmetics', 'beauty', 'flawless', 'funny', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'fiance', 'eurovision', 'charli', 'dixie', 'charli damelio', 'nikkietutorials fiance', 'dylan', 'nikkietutorials maneskin', 'maneskin']",2021-07-22T18:00:02Z,1012033,59259,1827,16分4秒,24,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
BABY FEVER Before The Wedding?? | NikkieTutorials,https://i.ytimg.com/vi/FlJz2ngG8Dw/default.jpg,2061,"['nikkie to the rescue', 'to the rescue', 'makeup rescue', 'nikkietutorials baby', 'nikkietutorials baby fever', 'nikkietutorials wedding', 'wedding', 'baby', 'bride', 'mom', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'makeup', 'makeover', 'trasnformation', 'extreme transformation', 'before and after', 'makeup tutorial', 'how to', 'how to apply', 'wedding makeup', 'wedding makeup tutorial', 'eyeshadow', 'lipstick', 'lipgloss', 'eyeliner', 'foundation', 'jeffree star', 'james charles', 'funny', 'cute', 'crying']",2019-09-29T19:59:59Z,992914,37335,2685,18分41秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Addressing TEA With Lauren Conrad ft. JAMES CHARLES! | NikkieTutorials,https://i.ytimg.com/vi/YkDiQ8Wgdy8/default.jpg,1439,"['lauren conrad', 'lauren', 'conrad', 'the hills', 'hills', 'james charles', 'lauren conrad james charles', 'drama', 'tea', 'scandal', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'nikkietutorials lauren conrad', 'get ready with me', 'get glam', 'selena gomez', 'makeup', 'makeup tutorial', 'easy makeup', 'tik tok hacks', 'tik tok makeup', 'dixie damelio', 'charli damelio', 'coming out', 'truth', 'MTV']",2020-11-12T19:13:43Z,990714,41432,2323,22分33秒,24,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
STROBING Tutorial,https://i.ytimg.com/vi/l6py7tnGI3E/default.jpg,1203,"['Strobing tutorial', 'strobing', 'tutorial', 'makeup tutorial', 'champagne pop', 'becca', 'becca cosmetics', 'jaclyn hill', 'champagne pop by jaclyn hill', 'how-to', 'glowy', 'glowy skin', 'dewy', 'glow', 'highlighter', 'contour', 'contouring', 'highlighting', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'power of makeup', 'the power of makeup', 'makeup', 'fix +', 'mac cosmetics', 'the balm', 'mary-lou manizer', 'powder', 'tips', 'tricks', 'help', 'shiny', 'kim kardashian', 'cosmetics', 'beauty', 'beauty tips', 'look', 'strobe']",2015-06-24T19:56:57Z,985492,28807,1286,5分23秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Khloé Kardashian Cosmopolitan Makeup Tutorial,https://i.ytimg.com/vi/q275RU9MYm8/default.jpg,1284,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Nikki', 'de', 'Jager', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'transformation', 'Khloé Kardashian (Celebrity)', 'Kourtney Kardashian (Celebrity)', 'Kim Kardashian (Celebrity)', 'kanye west', 'Keeping Up With The Kardashians (TV Program)', 'cosmopolitan', 'cover', 'lashes', 'bloopers', 'kylie jenner', 'kendall jenner', 'sisters', 'january 12']",2015-01-12T20:53:12Z,984892,27334,897,11分54秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
February Hits and Oh God NO's 2016,https://i.ytimg.com/vi/JIQAD1OLOUc/default.jpg,1989,"[""february hits and oh god no's"", 'febraury', ""hits and oh god no's"", 'hits', 'favorites', ""oh god no's"", 'cosmetics', 'beauty', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'beauty favorites', 'makeup favorites', 'makeup', 'makeup tutorial', 'tutorial', 'talk', 'chit', 'chat', 'cancer', 'little brother', 'chemo', 'update', 'life', 'personal', 'crying', 'morphe', 'tarte', 'tarte cosmetics', 'makeup forever', 'mac', 'mac cosmetics', 'lipstick', 'eyeshadow', 'foundation', 'huda beauty', 'lip contour', 'huda beauty lip contour']",2016-03-06T21:02:51Z,973742,44566,5121,13分45秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
World's SCARIEST Halloween Look EVER! | NikkieTutorials,https://i.ytimg.com/vi/Jf2nyYtmwOE/default.jpg,1434,"['halloween', 'halloween makeup', 'halloween makeup tutorial', 'halloween 2020', '2020', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'coming out', 'costume', 'halloween costume', 'halloween ideas', 'easy', 'scary', 'creepy', 'clown', 'devil', 'monster', 'skull', 'makeup', 'makeup tutorial', 'tik tok', 'tik tok makeup', 'tik tok hacks', 'james charles', 'jeffree star', 'avani', ""charli d'amelio"", 'evil', 'fail', 'epic fail', 'funny', 'beauty bay', 'eyeshadow palette', 'hacks', '5-minute crafts', 'DIY', 'among us', 'imposter']",2020-10-21T18:01:51Z,962409,81359,16859,13分58秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
APPLYING 1000+ DIAMONDS ON MY FACE FOR HALLOWEEN! | NikkieTutorials,https://i.ytimg.com/vi/3juR17IF8sg/default.jpg,1365,"['diamonds', 'skull makeup tutorial', 'halloween skull', 'skull makeup', 'halloween', 'halloween makeup', 'halloween makeup tutorial', 'makeup tutorial', 'tutorial', 'makeup', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'the skulltress', 'wigs and makeup manager', 'transformation', 'halloween ideas', 'halloween transformation', 'shocking', 'crazy', 'scary', 'spooky', 'look', 'foundation', 'eyeshadow', 'lipstick', 'lipgloss', 'rhinestones', 'glitter', 'drama', 'lana del rey', 'born to die', 'lana']",2019-10-20T20:20:57Z,948730,57459,1882,15分37秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Beyoncé - Why Don't you Love me / Makeup Tutorial.,https://i.ytimg.com/vi/WSISYWbzK3A/default.jpg,807,"['Nikkietutorials', 'Boyswithadream', 'Music', 'made', 'for', 'me', 'Makeup', 'tutorial', 'Beyoncé', 'why', ""don't"", 'you', 'love', 'recreated', 'inspired', 'bootylicious', 'lol', 'drama', 'makeup', 'eyeshadow', 'MAC', 'cosmetics', 'NYX', 'Nikkie', 'tutorials', 'mac', 'make', 'up', 'nikkie', 'de', 'jager', 'beyonce']",2010-05-11T10:57:48Z,943123,2135,284,15分12秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
January Hits and Oh God NO's 2016,https://i.ytimg.com/vi/e3FKdf1gF1k/default.jpg,2055,"[""january hits and oh god no's"", 'hits', ""hits and oh god no's"", ""oh god no's"", 'favorites', 'top', 'best', 'unfavorites', 'shits', 'oh god no', 'cosmetics', 'beauty', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'makeup', 'makeup tutorial', 'how-to', 'how to apply', 'beautiful', 'lipstick', 'eyeshadow', 'foundation', 'glitter', 'dr. brandt', 'marc jacbos beauty', 'kryolan tv paint stick', 'nars', 'soft velvet loose powder', 'makeup forever', 'mufe', 'cozette', 'brushes', 'ofra', 'liquid lipstick', 'ofra lipstick', 'huda beauty', 'false lashes']",2016-02-03T22:18:33Z,942056,30198,2144,14分6秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Makeup HUNT! My Fiancé Hides ALL MY MAKEUP! | NikkieTutorials,https://i.ytimg.com/vi/VBHEtscJRb4/default.jpg,1443,"['easter', 'easter makeup', 'easter makeup challenge', 'easter makeup hunt', 'nikkietutorials fiance', 'nikkietutorials boyfriend', 'fiance', 'dylan', 'fiance hides all my makeup', 'hiding my makeup', 'easter egg', 'easter egg hunt', 'challenge', 'makeup challenge', 'nikkietutorials wedding', 'wedding', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'makeup', 'makeup tutorial', 'rainbow', 'rainbow makeup', 'flawless', 'how to', 'how to apply', 'james charles', 'jeffree star', 'jaclyn hill', 'morphe', 'fail', 'epic fail']",2020-04-13T20:05:46Z,939204,53448,2531,18分23秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Back to School: Makeup & Outfit Tutorial/Inspiration,https://i.ytimg.com/vi/VwumPYO8BKM/default.jpg,671,"['Nikkietutorials', 'makeup', 'tutorial', 'how-to', 'tips', 'and', 'tricks', 'help', 'instructions', 'back', 'to', 'school', 'outfit', 'fashion', 'beauty', 'mac', 'cosmetics', 'pretty', 'little', 'liars', 'inspired', 'tattoo', 'shoe', 'mint', 'bag', 'purse', 'urban', 'decay', 'naked', 'palette', 'Shoes', 'Eyes', 'Look']",2012-08-16T23:18:32Z,928294,13594,1816,9分50秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Get Glam With IGGY AZALEA & Me! | NikkieTutorials,https://i.ytimg.com/vi/E3eTANznVhw/default.jpg,1516,"['iggy azalea', 'iggy', 'azalea', 'iggy azalea fancy', 'iggy azalea fancy lyrics', 'black widow', 'end of an era', 'iggy azalea quits music', 'iggy azalea makeup', 'iggy azalea truth', 'iggy azalea nikkietutorials', 'iggy azalea nikkie', 'sally walker', 'nicki minaj', 'cardi b', 'feud', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'lyrics', 'music video', 'drama', 'get ready with me', 'makeup', 'makeup tutorial', 'selena gomez', 'lady gaga', 'britney spears', 'free britney', 'paris hilton', 'cooking with paris']",2021-08-27T18:00:03Z,918118,45776,1578,31分7秒,24,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Kylie Jenner Inspired Makeup Tutorial,https://i.ytimg.com/vi/rQ9pZNuxCqI/default.jpg,975,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Nikki', 'de', 'Jager', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'transformation', 'Kylie Jenner', 'Kendal Jenner', 'Kim Kardashian', 'Khloe Kardashian', 'Kourtney Kardashian', 'Kris Kardashian', 'Inspired', 'botox', 'lips', 'fillers', 'fake', 'winged', 'eyeliner', 'false', 'eyelashes', 'it girl', 'Keeping Up With The Kardashians (TV Program)', 'May 6 (Day Of Year)']",2014-05-06T16:36:19Z,916936,24115,770,6分28秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Glittery Double Cut Crease & Purple Lips Holiday Makeup,https://i.ytimg.com/vi/QMQROHttcrc/default.jpg,3959,"['glittery double cut crease', 'glittery makeup', 'glittery cut crease makeup', 'cut crease', 'makeup', 'purple lips', 'purple lips makeup', 'holiday', 'holiday makeup', 'makeup tutorial', 'tutorial', 'glowy skin', 'christmas', ""new year's eve"", 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'how-to', 'beauty', 'look', 'cosmetics', 'beauty tips', 'beauty look', 'tips', 'tricks', 'becca', 'pearl', 'glowy', 'glowing', 'highlighting', 'contouring', 'contour', 'glitter', 'sparkly', 'ultra hd foundation', 'born this way', 'how to apply']",2015-12-17T21:58:34Z,908749,37345,2457,12分4秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
