Video Title,Thumbnail URL,Description Length,Tags,Published Data & Time,View Count,Like Count,Comment Count,Duration,Category,Channel Title,Channel Subscriber,Channel Age,Total number of channel uploads
MAGIC MAKEUP IN A BOTTLE SPRAY TUTORIAL!,https://i.ytimg.com/vi/7VfLZ4AHtvo/default.jpg,2071,"['magic makeup', 'magic makeup in a bottle', 'makeup in a bottle', 'makeup spray', 'beauty spray', 'spray', 'genie in a bottle', 'graffiti', 'magic', 'makeup', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'phantom of makeup mask', 'phantom of makeup', 'mask of makeup', 'power of makeup', 'unleash your inner artist', 'james charles', 'how to', 'how to apply', 'brother', 'little brother', 'cosmetics', 'look', 'beauty', 'makeup tutorial', 'tutorial', 'girls', 'art', 'painting', 'painting makeup']",2018-12-11T21:26:24Z,3654114,165429,8361,13分30秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
TESTING WATERPROOF MAKEUP UNDERWATER!! | NikkieTutorials,https://i.ytimg.com/vi/9FltyjuGvGk/default.jpg,2399,"['testing waterproof makeup in the ocean', 'testing waterproof makeup', 'waterproof makeup', 'waterproof', 'makeup', 'ocean', 'water', 'makeup water', 'swimming makeup', 'swimming', 'take her swimming on the first date', 'date', 'date makeup', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorial', 'makeup tutorial', 'waterproof makeup tutorial', 'tutorial', 'how to', 'how to apply', 'foundation', 'concealer', 'eyeshadow', 'lipstick', 'lipgloss', 'crazy', 'challenge', 'just keep swimming', 'fail', 'epic fail', 'funny', 'cute', 'girls']",2019-08-29T18:59:54Z,3653142,135391,3507,16分7秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
How to: STOP Concealer from Creasing!,https://i.ytimg.com/vi/wGxm4eBmg4M/default.jpg,978,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Nikki', 'de', 'Jager', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'transformation', 'under eye', 'creases', 'creasing', 'fix', 'problem', 'funny', 'kim kardashian', 'foundation routine', 'flawless', 'january 16', 'concealer', 'foundation', 'mac cosmetics', 'pro long wear', 'studio fix fluid', 'beauty tips']",2015-01-15T23:56:37Z,3651696,75874,2352,5分36秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Full Face Of VIRAL TikTok Makeup Trends! | NikkieTutorials,https://i.ytimg.com/vi/A_5-fED2A0Y/default.jpg,1472,"['easy makeup', 'tutorials', 'hacks', 'beauty', 'beauty hacks', 'e girl makeup', 'how to apply makeup for beginners', 'tik tok makeup', 'tik tok hacks', 'tik tok beauty hacks', 'full face of', 'full face using', 'makeup challenge', 'challenge', 'viral', 'viral tik tok', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'naomi jon', 'james charles', 'nikita dragun', 'charli damelio', 'crazy challenge', 'epic', 'epic fail', 'avani', 'dixie damelio', 'transformation', 'coming out', 'selena gomez', 'kim kardashian']",2021-03-21T19:00:02Z,3634341,158230,4276,18分,24,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Three Minute Makeup Challenge!,https://i.ytimg.com/vi/GuD9HcORpy4/default.jpg,537,"['Nikkietutorials', 'three', 'minute', 'makeup', 'challenge', 'tutorial', 'how-to', 'help', 'need', 'instructions', 'fail', 'failure', 'no succes', 'beauty', 'style', 'fashion', 'cosmetics', 'tips', 'tricks', 'look', 'Epic']",2013-08-30T11:38:23Z,3578864,68715,3611,6分48秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
MY MOM DOES MY MAKEUP!,https://i.ytimg.com/vi/S2YaWZy4gsM/default.jpg,1763,"['my mom does my makeup', 'mom does my makeup', 'mom', 'mother', 'nikkietutorials mom', 'makeup challenge', 'challenge', 'mamatutorials', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'boyfriend does my makeup', 'boyfriend', 'makeup', 'tutorial', 'how to', 'how to apply', 'funny', 'fail', 'epic fail', 'dutch', 'dutch accent', 'foundation', 'eyeshadow', 'lipstick', 'lipgloss', 'cosmetics', 'look', 'girls', 'beauty', 'mom makeup']",2018-12-23T23:59:53Z,3574890,186956,32441,11分26秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
trying a viral GLITTER mascara… 🤩✨,https://i.ytimg.com/vi/iqBzP8IbfpY/default.jpg,0,[],2024-11-25T17:47:17Z,3563365,229947,1107,59秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Side by Side + Kim Thai,https://i.ytimg.com/vi/9vtARLwu4Hk/default.jpg,1762,"['get ready with me', 'get ready with me + kim thai', 'best friend', 'best friend tag', 'kim', 'thai', 'kim thai', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'how to', 'how to apply', 'makeup', 'makeup tutorial', 'tutorial', 'makeup talk', 'jeffree star', 'checkmate liquid lipstick', 'leo liquid lipstick', 'velour liquid lipstick', 'beauty', 'look', 'cosmetics', 'transformation', 'morphe', 'glowy', 'glow', 'drama', 'fail', 'makeup fail', 'funny', 'crazy', 'gorgeous', 'flawless', 'liquid lipstick', 'peach', 'peach makeup']",2017-01-25T22:06:43Z,3561874,110806,4568,14分56秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Side by Side + Huda Beauty!,https://i.ytimg.com/vi/ZEbWtq1mkYs/default.jpg,1200,"['get ready with me', 'get ready with us', 'grwm', 'get ready', 'huda beauty', 'huda kattan', 'huda', 'mona', 'mona kattan', 'nikkietutorials', 'nikkie tutorials', 'nikki tutorials', 'nikkitutorials', 'makeup', 'transformation', 'how-to', 'power of makeup', 'friends', 'chit', 'chat', 'chit chat', 'cosmetics', 'look', 'beauty', 'beauty tips', 'tips', 'tricks', 'talking', 'help', 'glam', 'dubai', 'shopping', 'shopping spree', 'funny', 'DIY', 'tutorial']",2015-09-09T20:55:36Z,3543383,93197,2527,11分28秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
AFFORDABLE EXTREME GLAM TRANSFORMATION!,https://i.ytimg.com/vi/1fija7D1BRw/default.jpg,2988,"['affordable glam transformation', 'affordable', 'affordable makeup', 'affordable makeup tutorial', 'extreme transformation', 'transformation', 'glam', 'before and after', 'shocking', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'I make up like this', 'cheap makeup', 'cheap', 'how to make cheap makeup look good', 'makeup', 'makeup tutorial', 'how to', 'how to apply', 'drugstore', 'drugstore makeup', 'full face using only drugstore makeup', 'disco eyeliner', 'eyeliner', 'liner', 'glitter liner', 'winged liner']",2017-08-24T20:42:47Z,3518471,134716,5550,11分20秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
KYLIE JENNER (DIY) KYMAJESTY Lipstick Makeup Tutorial,https://i.ytimg.com/vi/QcqvQ02CHto/default.jpg,3665,"['kylie jenner', 'kylie', 'jenner', 'kylie jenner makeup', 'kylie jenner makeup tutorial', 'makeup', 'makeup tutorial', 'tutorial', 'kylie jenner lip kit', 'metallic lip kit', 'metallic lips', 'diy lip kit', 'diy matte metallic lips', 'diy kylie jenner lips', 'kylie lip kit', 'kylie jenner lips', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'how-to', 'how to apply', 'lipstick', 'liquid lipstick', 'natural', 'beautiful', 'easy', 'glowy', 'contouring', 'glowing', 'highlighter', 'beauty', 'look', 'cosmetics', 'glam', 'jeffree star']",2016-06-05T19:59:46Z,3514368,103389,4772,11分10秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
PERRIE EDWARDS / Shout Out To My Ex Inspired Makeup Tutorial,https://i.ytimg.com/vi/ZF-6OUNjoug/default.jpg,3232,"['perrie edwards shout out to my ex makeup tutorial', 'perried edwards', 'perrie', 'edwards', 'little mix', 'little', 'mix', 'shout out to my ex', 'music video', 'music', 'video', 'makeup tutorial', 'makeup', 'tutorial', '2016', 'pop', 'zayn', 'zayn malik', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'how to', 'how to apply', 'cosmetics', 'beauty', 'look', 'foundation', 'acne', 'contour', 'highlighter', 'glow', 'glowy', 'sexy', 'smokey eyes', 'cat eye', 'smokey cat eyes', 'smoked out liner', 'nude lips', 'black star', 'liquid lipstick', 'drama']",2016-11-13T20:59:23Z,3450377,103843,4760,13分15秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
ADELE Classic Glam 2016 BRIT Awards Inspired Makeup Tutorial,https://i.ytimg.com/vi/AGVptpTWjO0/default.jpg,3795,"['adele', 'adele makeup', 'adele 2016 brit awards', 'brit awards', 'adele inspired makeup', 'how to adele makeup', 'makeup', 'makeup tutorial', 'tutorial', 'how-to', 'how to apply', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'eyeshadow', 'lipstick', 'liquid lipstick', 'glowy skin', 'glowy', 'contouring', 'glam', 'classic glam', 'glamour', 'highlighting', 'winged eyeliner', 'smokey eyes', 'party makeup', 'evening makeup', 'red lips', 'matte red lips', 'eyebrows', 'cosmetics', 'beauty', 'look', 'transformation', 'makeup geek cosmetics']",2016-03-03T20:58:01Z,3449043,105865,3769,10分7秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
URBAN DECAY NAKED HEAT Collection - Review & Swatches,https://i.ytimg.com/vi/lU-7Nnvgnyg/default.jpg,3409,"['urban decay', 'urban decay naked heat', 'urban decay naked', 'naked heat', 'heat', 'urban', 'decay', 'naked heat eyeshadow palette', 'eyeshadow', 'eyeshadow palette', 'palette', 'review', 'swatches', 'demo', 'tutorial', 'makeup tutorial', 'drama', 'pigmentation', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'how to', 'how to apply', 'smokey', 'smoky', 'smokey eyes', 'smokey eyes tutorial', 'lipstick', 'lipgloss', 'jouer', 'cosmetics', 'beauty', 'look', 'yass or pass', 'yass', 'pass', 'hot', 'not', 'hot or not']",2017-06-11T20:36:23Z,3429365,123241,4387,10分52秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Side by Side + PatrickStarrr,https://i.ytimg.com/vi/wF4kp5tLQG4/default.jpg,1733,"['disney', 'disney princesses', 'disney villains', 'disney makeup', 'disney makeup tutorial', 'disney songs', 'disney costume', 'disney cosplay', 'disney halloween look', 'halloween', 'halloween makeup', 'halloween makeup tutorial', 'makeup tutorial', 'makeup', 'patrickstarrr', 'get ready with me', 'get ready with patrickstarrr', 'patrickstar', 'patrick star', 'cosplay', 'how to', 'how to apply', 'cosmetics', 'drama', 'funny', 'epic', 'cruella de vil', 'snow white', 'elsa', 'frozen', 'snow white apple', 'beauty', 'eyeshadow', 'lipstick', 'lipgloss', 'kids']",2017-10-23T20:30:13Z,3405486,119575,4467,18分57秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
WORLD'S WEIRDEST MAKEUP SPONGE?? IT'S FUZZY!!,https://i.ytimg.com/vi/6J75R4U_LCg/default.jpg,2001,"[""world's weirdest makeup sponge"", ""world's weirdest makeup"", 'fuzzy makeup sponge', 'velvet makeup sponge', ""world's"", 'weirdest', 'makeup', 'makeup sponge', 'sponge', 'weird makeup', 'crazy makeup', 'makeup review', 'review', 'first impressions', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'how to', 'how to apply', 'full coverage', 'full coverage foundation routine', 'juno & co', 'foundation', 'concealer', 'transformation', 'flawless skin', 'before and after', 'viral', 'beauty blender', ""juvia's place""]",2018-08-10T20:00:11Z,3401213,191617,40899,14分12秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
ZENDAYA Edgy Double Cut-Crease Makeup Tutorial,https://i.ytimg.com/vi/mM7O4ZHJotA/default.jpg,4161,"['zendaya', 'zendaya makeup', 'zendaya makeup tutorial', 'makeup', 'tutorial', 'makeup tutorial', 'zendaya beauty', 'beauty', 'how-to', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'cut crease', 'cut crease makeup', 'how to apply', 'eyeshadow', 'foundation', 'glowy', 'glow', 'contour', 'highlighter', 'lipgloss', 'double cut crease', 'colorful', 'color', 'blue', 'purple', 'purple eyeshadow', 'blue eyeshadow', 'glam', 'glamour', 'sexy', 'easy', 'fun', 'edgy', 'inspired', 'transformation', 'before after', 'baking', 'morphe eyeshadow', 'morphe', 'tom ford', 'lipstick']",2016-07-17T19:59:34Z,3375871,133448,6654,13分23秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
WORLD'S MOST PIGMENTED EYESHADOW PALETTE?? | NikkieTutorials,https://i.ytimg.com/vi/hnAkUO1xSbc/default.jpg,3332,"[""world's most pigmented eyeshadow palette"", 'most pigmented eyeshadows', 'eyeshadow', 'eyeshadow palette', 'best eyeshadow palettes', ""juvia's place"", 'the magic palette', 'the magic', 'magic', 'review', 'first impressions', 'swatches', 'playtime', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'how to', 'how to apply', 'makeup', 'makeup tutorial', 'tutorial', 'cut crease', 'winged liner', 'eyeliner', 'liner', 'hit', 'favorite', 'is it worth it', 'does it work', 'glow', 'glowy', 'affordable', 'drugstore', 'best', 'best makeup']",2017-06-07T20:07:04Z,3345239,136054,5235,8分28秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
FULL FACE USING ONLY STRANGERS' MAKEUP! OMG!,https://i.ytimg.com/vi/Kg_0FwWA4e8/default.jpg,1855,"['full face using only borrowed makeup', 'full face', 'full face using only', ""full face using only strangers' makeup"", 'kids makeup', 'borrowed makeup', 'strangers makeup', 'strangers do my makeup', 'london', 'crazy', 'makeup challenge', 'challenge', 'epic', 'epic fail', 'fail', 'funny', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'makeup', 'cosmetics', 'look', 'beauty', 'orange foundation', 'orange', 'full face makeup tutorial', 'kids', 'girls', 'cheap', 'affordable', 'eyeshadow', 'lipstick', 'foundation']",2018-12-21T21:34:11Z,3331048,173649,27184,19分32秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
EXTREME SUMMER GLAM TRANSFORMATION! | NikkieTutorials,https://i.ytimg.com/vi/G4L4qWjwEtk/default.jpg,3109,"['extreme summer glam transformation', 'extreme transformation', 'transformation', 'extreme', 'summer', 'summer makeup', 'summer makeup tutorial', 'makeup tutorial', 'makeup', 'tutorial', 'glossy eyes', 'glitter', 'glitter makeup', 'fake freckles', 'faux freckles', 'freckle tattoo', 'freckles', 'lipstick', 'how to', 'how to apply', 'foundation', 'before and after', 'long lasting', 'long lasting makeup', 'cosmetics', 'beauty', 'look', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'glam', 'beautiful', 'flawless', 'acne']",2018-06-14T20:00:12Z,3324880,152871,6586,11分13秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
CLASSIC Matte Valentine's Day Makeup Tutorial,https://i.ytimg.com/vi/KMnQFCloJoQ/default.jpg,3373,"[""valentine's day"", ""valentine's"", 'valentines', 'day', 'v-day', ""valentine's day makeup tutorial"", ""valentine's makeup"", 'makeup', 'makeup tutorial', 'tutorial', 'classic makeup tutorial', 'classic', 'classic makeup', 'red lipstick', 'red lips tutorial', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'how to', 'how to apply', 'drugstore', 'affordable', 'easy', 'loreal', 'loreal foundation', 'drugstore foundation', 'elf', 'elf cosmetics', 'ofra', 'ofra cosmetics', 'date', 'date night', 'date makeup', 'first date', 'first date makeup']",2017-02-01T20:58:52Z,3302611,124788,4539,10分31秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
EPIC FAIL?? - NICKI MINAJ x MAC LIPSTICKS: Review + Swatches,https://i.ytimg.com/vi/4nc99x71bkA/default.jpg,1724,"['nicki minaj', 'nicki', 'minaj', 'nicki minaj mac lipstick', 'mac', 'mac lipstick', 'nicki minaj mac', 'mac cosmetics', 'review', 'swatches', 'first impression', 'first impressions', 'first look', 'nude lipstick', 'nicki minaj 2017', 'epic fail', 'fail', 'disaster', 'drama', 'makeup', 'makeup tutorial', 'how to apply', 'how to', 'how to apply lipstick', 'cosmetics', 'beauty', 'look', 'kim', 'kim kardashian', 'kardashian', 'power of makeup', 'power of makeup kim kardashian']",2017-08-27T20:08:37Z,3258431,128041,5682,10分2秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
WHAT'S IN THE BAG CHALLENGE!,https://i.ytimg.com/vi/PGHEQkVK7v8/default.jpg,1867,"[""what's in the bag challenge"", ""what's in the bag"", ""what's in the box"", 'challenge', 'makeup challenge', 'thailand', 'thailand beauty', 'thai beauty', 'thai makeup', 'asian beauty products', 'asian beauty', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'makeup', 'makeup tutorial', 'tutorial', 'how to', 'how to apply', 'cosmetics', 'beauty', 'tati', 'glamlifeguru', 'drama', 'disaster', 'fail', 'epic fail', 'snail cream', 'snail beauty', 'snail bb cream', 'foundation', 'concealer', 'eyeshadow', 'lipstick', 'lipgloss', 'viral']",2018-08-27T20:00:02Z,3246056,141805,9432,16分15秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
KIM KARDASHIAN: KKW Concealer Kits REVIEW ft. JAMES CHARLES!,https://i.ytimg.com/vi/Ii3Rr4-Pxow/default.jpg,1897,"['kim kardashian', 'kim kardashian west', 'kim', 'kardashian', 'kkw', 'kkw beauty', 'kkw beauty review', 'kkw concealer kits', 'concealer kits', 'kim kardashian concealer', 'concealer', 'first impression', 'first impressions', 'review', 'james charles', 'james', 'charles', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'honest', 'brutally honest', 'beauty', 'makeup', 'makeup tutorial', 'tutorial', 'cosmetics', 'how to', 'how to apply', 'kim k', 'power of makeup', 'power of makeup kim kardashian', 'fail', 'epic fail']",2018-03-22T20:30:23Z,3226908,126049,6136,18分26秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
15-MINUTE MAKEUP CHALLENGE ft. Davina Michelle,https://i.ytimg.com/vi/c6n_6Hutgn8/default.jpg,1916,"['15 minute makeup challenge', '15 minutes makeup', '15 minutes', 'singing', 'singing my makeup routine', 'davina michelle', 'davina', 'michelle', 'nikkietutorials davina michelle', 'james charles', 'james', 'charles', 'jeffree star', 'makeup challenge', 'challenge', 'funny', 'fail', 'makeup tutorial', 'tutorial', 'how to', 'how to apply', 'eyeshadow', 'lipgloss', '5 minute makeup challenge', '10 minute makeup challenge', 'skyward', 'better now', 'duurt te lang', '17 miljoen mensen', 'nikkie singing', 'nikkie', 'makeup song', 'nikkietutorials song']",2020-05-01T18:00:11Z,3214185,172428,10791,22分36秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
FLAWLESS FALL/HALLOWEEN MAKEUP TRANSFORMATION!,https://i.ytimg.com/vi/knzKI4CkfE0/default.jpg,1941,"['flawless fall makeup', 'fall', 'fall makeup', 'fall makeup tutorial', 'flawless makeup', 'makeup', 'makeup tutorial', 'tutorial', 'halloween', 'halloween makeup', 'halloween makeup tutorial', 'wearable halloween makeup', 'glitter', 'glitter lips', 'glitter lipstick', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'cosmetics', 'get ready with me', 'get ready', 'chit chat', 'personal', 'losing weight', 'weight loss', 'weight loss journey', 'before and after', 'transformation', 'extreme transformation', 'look', 'beauty']",2018-10-05T20:00:27Z,3210759,164980,10345,20分3秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
BLACK & WHITE Film Noir Makeup Tutorial,https://i.ytimg.com/vi/j_2OXLfsgc8/default.jpg,2588,"['black and white', 'black and white movie', 'black and white movie makeup', 'black and white makeup', 'film noir', 'noir', 'film', 'halloween', 'makeup', 'makeup tutorial', ""rupaul's drag race"", 'rupaul', 'drag race', 'drag', 'drag queen', 'season 8', 'detox', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'how-to', 'how to apply', 'foundation', 'contouring', 'highlighting', 'glow', 'glowy', 'party', 'transformation', 'jeffree star', 'lipstick', 'beauty', 'cosmetics', 'look', 'dramatic', 'easy', 'scary', 'wigs', 'cut crease', 'eyeliner', 'stage makeup', 'goth']",2016-04-22T19:58:42Z,3198411,103072,5526,10分30秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Getting Glam With MEGAN THEE STALLION! | NikkieTutorials,https://i.ytimg.com/vi/zTJn1x2oZWA/default.jpg,1580,"['megan thee stallion', 'megan the stallion', 'meghan thee stallion', 'WAP', 'Body', 'hot girl summer', 'cry baby', 'lyrics', 'music video', 'megan thee stallion makeup', 'makeup tutorial', 'makeup', 'nikkietutorials megan thee stallion', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'met gala', 'met gala 2021', 'met gala nikkietutorials', 'met gala megan thee stallion', 'drama', 'song', 'viral', 'megan thee stallion dog']",2021-09-15T17:00:02Z,3189694,170299,3032,24分47秒,24,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
TRYING THE JAMES CHARLES x MORPHE PALETTE!,https://i.ytimg.com/vi/XdEF_X6QuJ0/default.jpg,2166,"['james', 'james charles', 'charles', 'james charles morphe', 'morphe', 'james charles morphe palette', 'palette', 'eyeshadow palette', 'review', 'swatches', 'tutorial', 'makeup tutorial', 'makeup', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'unleash your inner artist', 'rainbow', 'rainbow makeup', 'rainbow eyeshadow', 'flawless', 'girls', 'perfect', 'foundation', 'lipstick', 'lipgloss', 'dutch word of the day', 'sisters', 'how to', 'how to apply', 'transformation', 'before and after', 'honest', 'brutal', 'brutally honest']",2018-11-19T21:00:06Z,3148730,160488,9019,10分38秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
"NikkieTutorials | Back to School with natural yet, sophisticated eyes!",https://i.ytimg.com/vi/DZ4RU-alfoQ/default.jpg,603,"['Nikkietutorials', 'back', 'to', 'school', 'look', 'with', 'sophisticated', 'natural', 'eyes', 'makeup', 'larger', 'coastal', 'scents', '28', 'neutral', 'palette', 'mac', 'nylon', 'nyx', 'jumbo', 'pencil', 'milk', 'eyeshadow', 'colour', 'crafted', 'sigma', 'brushes']",2009-08-22T20:34:42Z,3139450,41341,5716,9分39秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
READING YOUR ASSUMPTIONS ABOUT ME.. The Truth! | NikkieTutorials,https://i.ytimg.com/vi/v2Gkr5DMqD8/default.jpg,1526,"['reading your assumptions about me', 'reading assumptions', 'assumptions tag', 'assumptions', 'assumptions nikkietutorials', 'the truth', 'truth', 'tea', 'rumors', 'gossip', 'drama', 'lies', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'makeup', 'makeup tutorial', 'tutorial', 'how to', 'how to apply', 'transformation', 'confessing', 'james charles', 'jeffree star', 'tati', 'money', 'false', 'funny', 'fail', 'eyeshadow', 'lipstick', 'lipgloss', 'foundation', 'tom holland', 'pink', 'girls', 'pink eyeshadow']",2019-07-29T18:59:32Z,3139371,105224,6402,23分33秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
EYEBROW TUTORIAL,https://i.ytimg.com/vi/So4h0B40FPw/default.jpg,1076,"['Eyebrow tutorial', 'eyebrow', 'tutorial', 'makeup', 'makeup tutorial', 'fill in eyebrows', 'sculpt eyebrows', 'fill in', 'sculpt', 'anastasia beverly hills', 'dip brow', 'brow wiz', 'nikkietutorials', 'nikkitutorials', 'nikkie tutorials', 'nikki tutorials', 'beauty', 'look', 'the power of makeup', 'power of makeup', 'power makeup', 'cosmetics', 'beauty tips', 'lipstick', 'lipstick tutorial', 'brow gel', 'brows', 'brow', 'tarte', 'how-to', 'tips', 'tricks', 'instructions', 'help', 'need', 'june 17', 'upload', 'DIY', 'sparse', 'sparse brows', 'full', 'Tip']",2015-06-17T19:57:04Z,3135332,87037,1533,7分1秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
JENGA MAKEUP CHALLENGE!,https://i.ytimg.com/vi/gICZiPiheL8/default.jpg,1746,"['jenga', 'playing jenga', 'jenga makeup challenge', 'jenga makeup', 'jenga picks my makeup', 'jenga challenge', 'challenge', 'epic', 'epic fail', 'fail', 'funny', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'how to', 'how to apply', 'foundation', 'concealer', 'lipstick', 'blue lipstick', 'black lipstick', 'black lips', 'lips', 'girls', 'game', 'games', 'playing games', 'look', 'cosmetics', 'beauty', 'picks my makeup challenge', 'pick my makeup']",2018-12-23T00:20:12Z,3123067,121794,14751,18分25秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
FULL FACE USING ONLY AFFORDABLE MAKEUP - Valentine's Day Tutorial,https://i.ytimg.com/vi/yiYlUTki9S0/default.jpg,1492,"['full face using only', 'full face using', 'full face using only drugstore makeup', 'full face using only cheap makeup', 'cheap makeup', 'affordable makeup', 'drugstore makeup', 'drugstore', 'cheap', 'affordable', 'makeup', 'makeup tutorial', 'tutorial', 'how to', 'valentines', ""valentine's day"", 'valentines day makeup', ""valentine's day makeup"", 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'foundation', 'concealer', 'powder', 'eyeshadow', 'lipstick', 'lipgloss', 'perfect', 'flawless', 'girls', 'boys', 'pink', 'red', 'pink makeup']",2019-02-12T21:24:35Z,3107614,112708,5088,15分16秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
MY DOGS PICK MY MAKEUP!! | NikkieTutorials,https://i.ytimg.com/vi/G85O7g6x-P4/default.jpg,2019,"['my dogs pick my makeup challenge', 'dogs pick my makeup challenge', 'dogs makeup challenge', 'makeup challenge', 'challenge', 'makeup', 'dog', 'dogs', 'nikkietutorials dogs', 'nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'full face using only', 'ivy', 'mila', 'dogs with makeup', 'how to', 'how to apply', 'tutorial', 'makeup tutorial', 'transformation', 'before and after', 'foundation', 'lipstick', 'eyeshadow', 'blush', 'lipgloss', 'cute', 'funny', 'failure', 'fail', 'drugstore', 'my dog picks out my makeup', 'cats', 'cat']",2018-07-02T20:00:16Z,3097938,139658,5924,12分39秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
LED Lights Makeup Challenge | NikkieTutorials,https://i.ytimg.com/vi/5wEgw7R8FKk/default.jpg,1469,"['nikkietutorials', 'nikkie tutorials', 'nikkitutorials', 'nikki tutorials', 'james', 'james charles', 'cute', 'easy makeup', 'how-to', 'hacks', 'beauty', 'e girl makeup', 'tik tok makeup', 'tik tok hacks', 'tik tok beauty hacks', 'led lights', 'led lights makeup challenge', 'makeup challenge', 'led', 'how to apply', 'makeup in the dark', 'doing makeup in the dark', 'foundation', 'concealer', 'eyeshadow', 'lipstick', 'lady gaga', 'fail', 'epic fail', 'challenge', 'tik tok']",2020-03-10T20:07:22Z,3096908,148526,6206,18分5秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
